src_port,dest_port,http_status,http_resp_len,http_url_len,url_contains_script_tag,url_contains_onerror,url_contains_onload,url_contains_onclick,url_contains_onmouseover,url_contains_onfocus,url_contains_alert,url_contains_javascript,url_contains_eval,url_contains_document,url_contains_cookie,url_contains_iframe,url_contains_svg,url_contains_img,url_contains_object,url_contains_embed,http_method_GET,http_method_POST,http_method_PUT,http_method_DELETE,url_has_query_params,url_query_param_count,url_encoded_chars,url_suspicious_chars,response_2xx,response_3xx,response_4xx,response_5xx,is_malicious
50930,3000,200,3748,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
50934,3000,200,3748,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
50948,3000,200,3748,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
50964,3000,200,3748,79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
59418,3000,200,3748,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
59428,3000,200,3748,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1
59440,3000,200,3748,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
59448,3000,200,3748,67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
59450,3000,200,3748,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
36916,3000,200,3748,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
36932,3000,200,3748,25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
36934,3000,200,3748,38,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
36942,3000,200,3748,43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
36954,3000,200,3748,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
46814,3000,200,3748,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
46828,3000,200,3748,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
46838,3000,200,3748,27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
46844,3000,200,3748,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
46854,3000,200,3748,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
