timestamp,src_ip,src_port,dest_ip,dest_port,proto,http_method,http_status,http_resp_len,http_url,http_user_agent,http_url_len,url_contains_script_tag,url_contains_onerror,label
2025-07-29T16:20:30.756706+0000,100.64.0.10,37868,100.64.0.20,3000,TCP,GET,200,12460,/api/Products,curl/7.81.0,13,0,0,0
2025-07-29T16:44:09.952566+0000,100.64.0.10,57318,100.64.0.20,3000,TCP,GET,200,3748,/?q=</textarea><script>alert(1)</script>,curl/7.81.0,40,1,0,1
2025-07-29T16:47:19.380711+0000,100.64.0.10,48318,100.64.0.20,3000,TCP,GET,200,3748,/?q=<iframe%20src='javascript:alert(1)'>,curl/7.81.0,38,0,0,1
2025-07-29T16:37:15.042656+0000,100.64.0.10,41138,100.64.0.20,3000,TCP,GET,200,3748,/?q=<iframe%20src='javascript:alert(1)'>,curl/7.81.0,38,0,0,1
2025-07-29T16:16:01.939228+0000,100.64.0.10,56538,100.64.0.20,3000,TCP,GET,200,3748,/,curl/7.81.0,1,0,0,0
2025-07-29T16:39:48.089031+0000,100.64.0.10,40660,100.64.0.20,3000,TCP,GET,200,3748,/?q=<form%20action='javascript:alert(1)'><input%20type='submit'></form>,curl/7.81.0,67,0,0,1
2025-07-29T16:21:25.075308+0000,100.64.0.10,55928,100.64.0.20,3000,TCP,GET,500,3285,/api/Baskets,curl/7.81.0,12,0,0,0
2025-07-29T16:51:23.318121+0000,100.64.0.10,50592,100.64.0.20,3000,TCP,GET,200,3748,/?q=<a%20href='javascript:alert(1)'>Click</a>,curl/7.81.0,43,0,0,1
2025-07-29T16:07:00.787981+0000,100.64.0.10,41710,100.64.0.20,3000,TCP,GET,200,12460,/api/Products,curl/7.81.0,13,0,0,0
2025-07-29T16:08:10.318159+0000,100.64.0.10,41602,100.64.0.20,3000,TCP,GET,200,3748,/,curl/7.81.0,1,0,0,0
2025-07-29T16:09:16.772894+0000,100.64.0.10,47082,100.64.0.20,3000,TCP,GET,200,3748,/?q=banana,curl/7.81.0,10,0,0,0
2025-07-29T16:16:20.085525+0000,100.64.0.10,47720,100.64.0.20,3000,TCP,GET,200,3748,/?q=banana,curl/7.81.0,10,0,0,0
2025-07-29T16:37:23.093982+0000,100.64.0.10,46796,100.64.0.20,3000,TCP,GET,200,3748,/?q=<details%20open%20ontoggle=alert(1)>,curl/7.81.0,36,0,0,1
2025-07-29T16:11:38.976188+0000,100.64.0.10,46232,100.64.0.20,3000,TCP,GET,200,12460,/api/Products,curl/7.81.0,13,0,0,0
2025-07-29T16:10:41.446668+0000,100.64.0.10,52050,100.64.0.20,3000,TCP,GET,200,3748,/?q=healthy,curl/7.81.0,11,0,0,0
