timestamp,src_ip,src_port,dest_ip,dest_port,proto,http_method,http_status,http_resp_len,http_url,http_user_agent,http_url_len,url_contains_script_tag,url_contains_onerror,label
2025-08-20T06:10:52.462830+0000,100.64.0.10,41944,100.64.0.20,3000,TCP,GET,200,3748,/?q=<svg%20onload=alert(1)>,curl/7.81.0,25,0,0,1
2025-08-20T06:10:50.436684+0000,100.64.0.10,41932,100.64.0.20,3000,TCP,GET,200,3748,/?q=<img%20src=x%20onerror=alert(1)>,curl/7.81.0,32,0,1,1
2025-08-20T06:12:31.876866+0000,100.64.0.10,43330,100.64.0.20,3000,TCP,GET,200,3748,/?q=<marquee%20onstart=confirm(1)>,curl/7.81.0,32,0,0,1
2025-08-20T06:06:31.969145+0000,100.64.0.10,38036,100.64.0.20,3000,TCP,GET,200,12460,/api/Products,curl/7.81.0,13,0,0,0
2025-08-20T06:11:39.136477+0000,100.64.0.10,54708,100.64.0.20,3000,TCP,GET,200,3748,/?q=<input%20autofocus%20onfocus=alert(1)>,curl/7.81.0,38,0,0,1
2025-08-20T06:11:08.706495+0000,100.64.0.10,36994,100.64.0.20,3000,TCP,GET,200,3748,/?q=<img%20src=1%20onerror=prompt(1)>,curl/7.81.0,33,0,1,1
2025-08-20T06:06:07.456682+0000,100.64.0.10,55602,100.64.0.20,3000,TCP,GET,200,12460,/api/Products,curl/7.81.0,13,0,0,0
2025-08-20T06:11:49.277241+0000,100.64.0.10,41116,100.64.0.20,3000,TCP,GET,200,3748,/?q=<img%20src=1%20onerror=prompt(1)>,curl/7.81.0,33,0,1,1
2025-08-20T06:06:50.227537+0000,100.64.0.10,57714,100.64.0.20,3000,TCP,GET,500,3285,/api/Baskets,curl/7.81.0,12,0,0,0
2025-08-20T06:12:05.499782+0000,100.64.0.10,33844,100.64.0.20,3000,TCP,GET,200,3748,/?q=<embed%20src='javascript:alert(1)'>,curl/7.81.0,37,0,0,1
2025-08-20T06:11:55.359524+0000,100.64.0.10,44260,100.64.0.20,3000,TCP,GET,200,3748,/?q=<script>''-alert(1)//</script>,curl/7.81.0,34,1,0,1
2025-08-20T06:06:35.000398+0000,100.64.0.10,38040,100.64.0.20,3000,TCP,GET,200,3748,/?q=healthy,curl/7.81.0,11,0,0,0
